age,gender,height_cm,weight_kg,Excersise,class
50,M,182.3,80.3,0,B
35,M,163,59.3,0,A
30,F,161.8,59.4,1,A
25,M,174.5,67.5,0,D
47,F,156.3,48.6,0,B
23,F,163.8,52.7,1,C
61,M,174.5,81,0,B
21,F,162,50.8,0,A
30,F,167,52.9,0,B
27,M,172.8,70.2,0,A
24,F,161.1,52.6,0,A
39,M,172.7,78.2,1,C
25,M,172.4,67.3,0,A
40,M,167.9,62.9,0,D
59,M,161.1,68.6,0,D
22,F,165.6,52.58,0,A
55,M,170,79.9,0,D
40,M,178.5,70.6,0,A
54,F,160.4,54.2,0,B
24,F,158,49.6,0,A
32,M,170.3,93.5,0,D
35,M,175.5,74.5,0,A
21,M,167.9,61.5,1,B
46,M,177.1,79.2,0,B
49,F,160.8,59.7,1,C
26,F,158.9,52.1,0,B
64,F,152.2,55.1,0,B
25,M,176,68,0,A
53,M,169.1,74.3,1,C
37,M,177.7,83.4,0,D
55,F,154.6,60.4,0,D
63,F,153.2,53,1,C
60,M,156.9,63.2,0,A
23,F,159.5,55.9,1,C
30,M,176.5,85.9,0,A
62,M,181.7,81.7,1,C
21,F,164.5,66.7,0,B
60,M,165.6,70.3,0,A
36,F,157.8,57.5,0,B
28,F,157.9,52.3,0,B
23,F,155.5,48.46,0,B
30,M,168.9,74,0,D
26,M,176.2,83.6,1,C
26,M,173.9,85.1,0,D
22,F,164.6,71,0,B
40,M,178.5,80.1,0,A
31,M,178.3,68.9,1,B
46,M,174.5,65.3,0,A
31,M,165.6,60.8,1,B
23,M,172.7,61.8,1,B
41,F,148.6,45.7,1,C
23,M,173,63.7,1,C
61,F,158.9,59.2,0,D
23,M,177.6,74.6,0,D
42,M,162,60.38,1,C
39,M,174.5,66,1,C
44,M,179.3,69.2,0,D
21,F,158.4,46.4,1,C
22,M,174.1,70,0,A
52,M,173.4,81.2,0,D
38,F,172.1,57.5,1,A
23,M,179.3,82.3,1,B
25,M,183.9,98.4,1,B
38,F,159.7,57.8,0,D
37,M,181.1,67.8,1,B
23,M,168.9,66.96,1,C
38,M,172.3,80.4,1,B
21,F,161.2,49.8,0,B
23,F,164.4,64.3,1,A
47,F,158,55.6,1,A
34,M,181.4,88.9,1,C
30,M,173,74.12,1,C
46,M,175.9,83.1,1,C
46,M,155,59.8,0,D
41,M,170.5,69.7,1,B
61,M,176.4,70.18,1,C
36,M,176,67.5,0,D
27,F,158.8,47.7,0,D
55,F,165.7,65.8,1,C
64,F,156.4,47.6,0,A
28,M,171.7,65.98,1,C
50,M,182.4,77.2,0,B
23,F,166.1,64.9,0,B
29,M,181.2,100.8,0,D
32,M,170,71.6,1,C
31,M,175.2,73.9,0,A
36,M,176.8,106.6,0,D
46,M,169.7,62.6,0,B
37,M,173.9,78.2,1,C
54,F,150.5,52.3,0,A
58,F,158.8,60.3,1,A
21,F,162.2,59.8,1,A
28,M,163.6,62.4,0,A
28,M,177.4,87,1,C
28,M,176.5,87.2,1,B
21,F,153.5,52.7,0,D
58,F,154.2,52.98,0,A
25,M,175,72,0,A
62,M,161,66.5,0,B
21,F,165.9,48.5,0,B
37,M,175.4,79.3,0,D
28,M,175.8,65.08,0,A
23,F,161.5,62.9,1,C
29,M,173.5,60.6,0,A
42,M,180,75.4,1,C
52,M,177.4,75.5,0,D
26,M,174.5,73.5,1,C
26,F,158.3,59.3,1,A
61,F,153.4,52,1,C
29,F,160.7,53.8,1,C
53,M,167.8,75.3,0,D
31,F,167.4,74.3,0,D
60,M,170.8,71.1,0,A
24,M,179.5,78.5,1,C
25,M,171.4,74.5,1,C
35,M,171,66.6,0,A
64,M,164.5,69.1,0,D
37,M,172.2,81.1,1,C
47,M,161.8,58.92,1,C
26,M,177.4,70.6,1,B
57,F,148.1,35.9,0,A
61,M,169.2,86.3,0,D
25,M,177.2,71.4,1,B
27,M,169,83,0,D
28,M,176.4,83.1,0,D
44,M,175.1,63.4,1,B
23,M,177.1,74.2,1,B
42,F,154.2,51.6,1,C
55,M,173,77.8,1,C
64,M,170.3,77.7,0,A
26,M,172.8,71.3,0,D
32,M,175.2,84.3,1,B
64,F,169,63.7,1,A
54,F,159.2,53.5,0,A
63,M,172.9,68.2,0,B
59,M,165.9,64.2,0,B
26,F,158.4,54.7,0,B
22,M,174,80.2,0,A
57,F,163,56,0,B
49,F,161.5,56.2,0,D
60,F,147.5,53.1,1,C
31,M,172.3,76,1,C
30,M,169.5,68.7,1,B
34,M,164.4,67.3,1,B
45,M,174.8,77.1,0,D
63,F,155.3,64.8,0,D
48,F,154.3,60.4,0,D
49,M,164.5,67.44,1,C
56,M,176.9,72.3,0,B
49,F,156,53.1,0,A
22,F,161,53.3,0,A
32,M,178.7,70,0,A
25,M,180,67.2,0,A
39,M,177.7,68.6,0,D
62,M,166.2,75,0,B
28,M,180.6,66.6,0,D
36,F,156.6,61,1,C
54,M,173.9,75.2,0,D
58,F,160.7,58,1,C
22,M,178.4,81.9,0,D
42,M,169.9,72.3,0,A
22,M,171.1,67.7,1,C
31,M,170.1,77.5,0,D
47,M,169,78.3,1,C
24,F,150.7,52.46,0,B
64,F,156.7,60.2,1,C
24,F,163.5,68.1,0,D
51,M,171.3,74.1,1,C
29,F,163.2,56,0,B
62,M,167.9,70.3,0,A
52,M,162.9,63.7,0,B
60,M,170.3,75.18,0,D
24,F,162.6,58,1,A
27,M,180.7,81.1,1,C
28,F,164.9,52.2,0,D
27,M,175,65.3,0,A
59,M,172,73.1,1,C
38,M,178.7,88.2,1,B
29,M,166.2,82.3,1,C
46,F,164,59.14,1,C
28,F,162,62.6,1,A
23,M,170.5,60.4,1,C
33,M,177.9,85.88,1,B
38,M,178.3,76.1,1,B
52,M,161.7,64.5,0,B
25,F,159.5,54.8,0,A
38,M,178,68.7,0,A
21,F,162.5,58.1,1,A
26,F,158.9,46.8,0,A
62,F,153.5,52.2,0,D
24,M,174,70.7,0,A
47,F,162.8,65.8,1,C
21,M,179.1,64,1,C
30,M,182.7,75.4,0,A
22,F,165,51.8,0,A
21,M,180.6,86.5,0,D
58,F,161.6,53.5,0,A
64,F,156,49.1,0,D
29,M,178.6,73.6,0,D
59,F,162,50.84,0,A
46,M,174.5,67.5,0,B
22,M,179.2,64.5,0,D
23,M,167.9,66.1,0,A
37,F,170.7,57.5,1,A
60,F,161.9,55,1,C
24,M,175.3,73.3,1,B
28,M,164.5,66.8,1,B
59,M,174,63.3,0,B
21,F,163.8,66,0,D
39,M,180.3,79.9,1,B
47,M,177.3,80.3,1,C
39,F,147.3,50.7,1,C
26,F,168.4,54.3,0,A
64,F,150.6,57.8,0,D
27,M,178.7,78.82,0,D
26,M,168.4,75.7,0,D
29,F,168.1,55.9,1,A
29,M,171.8,72,0,D
28,M,172.1,67,1,B
51,M,164.6,62.1,0,A
43,M,168.9,76.2,1,C
21,M,176.2,70.9,1,C
23,F,167.1,58.8,1,A
21,M,173.1,80.1,1,B
58,F,151.8,59,0,D
27,M,173.6,75.9,0,D
51,M,171,77.52,1,C
38,M,174.5,89.7,0,D
21,F,166.6,51.8,0,A
26,M,175.7,77.7,1,C
23,M,179.3,76.4,0,D
55,F,156.8,52.6,0,B
37,M,184.8,84.4,1,C
29,F,151.8,46.3,0,D
31,M,175.5,87.08,0,D
44,M,178.2,101.2,0,D
64,M,173.9,62.5,0,A
24,F,159.2,49.3,0,A
26,F,157.7,51.4,0,A
37,F,159.7,53.3,1,C
35,F,174.7,70.6,1,C
51,F,156.4,63,0,D
22,M,180.3,75.14,1,C
26,M,169.2,66.8,0,A
28,F,153.6,55.5,0,B
52,F,169,73.9,0,D
40,F,151.9,58.3,1,C
40,M,179.4,84.1,0,D
29,M,165,86,0,D
64,M,168.5,66.5,1,C
50,M,163,58.3,0,A
27,M,168.3,71.5,1,C
39,M,175.8,76.2,0,D
62,M,165.6,62.6,0,B
24,M,172.7,70.6,1,C
46,M,172.2,71.1,1,C
21,F,162.6,64.3,0,D
61,F,150.2,47.5,0,A
28,M,171.1,67.4,1,B
21,M,181.8,72.2,1,B
63,M,176,62.2,1,C
60,F,158.6,54.3,0,A
59,F,157.7,61.1,0,D
59,F,154.5,56.8,0,D
36,M,169.5,70.4,0,D
26,F,156.3,45.9,1,C
63,M,158.6,64.9,0,B
63,M,171.1,68.3,0,B
22,F,163.9,56.2,1,A
23,M,166.6,80.1,0,D
49,M,179.4,79.1,0,A
31,M,173.2,71.7,0,D
36,M,183.6,100.24,1,C
32,M,172.2,70.42,0,A
25,M,169.9,84.06,0,D
39,F,154.3,51.7,1,C
45,M,174,79.1,1,B
39,M,166.2,54.5,0,A
41,M,165.5,67.8,1,C
22,M,168.6,70.5,1,C
22,F,157.8,57.9,1,A
31,F,160.6,56.6,1,C
24,M,172.2,62.6,1,C
28,M,180.7,73.5,1,B
33,F,153,53.2,0,D
45,F,155.5,62.1,1,C
22,M,174.1,71.5,1,C
27,M,181.2,68.54,1,C
26,M,181.1,84.4,1,C
62,F,162.3,47.5,1,C
58,F,164.6,56.6,0,D
61,M,169.8,73.7,0,D
42,M,170.8,69.7,0,A
21,M,164.8,51.7,0,D
30,F,164.6,57.9,1,A
32,F,171,79.6,0,B
23,F,162,46,0,D
27,M,172.3,71,1,C
38,M,189,79.2,1,C
57,F,164.3,66.1,0,B
36,M,181.2,72.3,1,C
26,F,159.3,49.8,0,A
47,F,162,61.6,0,D
22,M,178,83,1,C
62,F,152.4,38.1,0,A
34,M,177,70.4,0,A
32,M,166.5,67.8,1,B
36,M,177.3,98,0,A
59,M,170.2,67.3,0,B
58,M,175.9,78.5,0,D
28,F,166.7,58.1,1,A
26,M,168.6,56.78,1,C
42,M,174.5,77.14,1,B
23,F,165.5,53.5,0,A
23,F,166.5,57.5,0,B
37,M,173.8,68.4,1,B
27,M,175.8,72.3,0,A
22,F,163.4,75,0,D
46,M,170.6,70.6,1,C
38,F,159.6,52.2,0,A
61,F,154.9,46.2,0,D
32,M,177.1,72.9,0,A
63,M,177.2,66.12,0,A
49,F,154.7,55,0,A
28,F,165.3,55.7,0,B
41,M,181.1,93.3,0,D
48,M,169.9,79.6,0,D
36,F,147.6,61.4,0,D
29,M,182.7,70.5,1,C
43,M,173,70.3,1,B
22,M,175.2,86,0,D
47,M,171.6,80.2,0,A
23,M,166.6,61.1,1,C
25,M,178.7,83.4,1,B
29,F,161,52.6,0,B
64,F,164.8,70.5,0,B
54,M,166.5,62.6,0,B
24,M,171.9,68.4,0,D
30,M,180.6,75.7,1,B
23,M,170.6,69.4,1,B
21,F,166.2,47.2,0,A
26,M,178.3,83.1,0,A
58,F,154,47.9,0,D
26,M,178.7,80,1,C
32,M,175.2,82.1,0,A
37,F,165,55.8,1,A
28,M,176.7,87.9,0,D
26,M,181.9,69.9,1,B
29,M,177.4,70.6,0,A
33,M,178.6,74.5,0,D
64,F,162.1,55.5,0,D
56,M,171,73.1,1,C
39,M,179.1,81.1,1,C
62,F,154.4,52.7,0,D
62,M,167.4,65.7,0,D
22,M,170,67.4,1,B
22,F,156.9,54.2,0,B
22,M,169.3,72.3,1,C
60,F,153,54.6,0,B
50,M,172.7,73,0,B
31,M,184.3,78.7,0,D
44,F,154.6,55.2,0,D
52,M,164.7,67.1,0,D
26,M,174.5,62.4,1,C
22,F,157.1,57.5,0,B
25,M,173.2,69.4,0,A
42,M,175,80.4,0,D
37,M,174.5,74.4,0,A
35,M,170.9,64.5,1,C
64,M,166.5,60.92,0,D
25,M,170.4,63.4,0,D
60,M,167.3,55.9,0,A
62,F,156.3,60.1,1,C
24,M,166.9,70.5,1,B
64,M,172.3,81.6,1,C
63,F,151.8,50.2,0,D
49,F,153.1,55,0,D
50,M,168.1,78.3,0,D
29,M,168.8,73.4,0,A
21,M,178.7,70.1,0,D
58,M,161.1,73.1,0,D
50,M,166.6,74.5,1,C
44,M,181.9,78.6,0,D
38,F,167.2,67.1,0,B
59,M,165.2,57.8,0,A
60,M,170.5,73.8,0,D
34,M,175.2,75.8,0,A
45,F,158.7,51.8,0,B
45,M,176,98.5,0,D
40,M,177.1,68.3,0,A
22,M,179.5,61.6,1,B
24,F,160.9,59.1,0,D
59,M,176.7,79.2,1,C
24,M,170.4,85.5,0,D
27,M,180.4,86.5,0,D
29,M,178.1,78.9,1,C
56,F,165.5,58.9,1,A
36,M,169.6,81.3,0,D
32,M,174,77.2,0,A
51,F,155,57.2,1,C
26,F,166.9,75.54,0,D
31,M,173.8,61.9,1,B
58,F,155.1,62.9,0,B
40,M,173.3,66.3,1,B
28,M,174.3,67.46,0,A
28,M,182,73.1,0,D
26,M,164.1,66.5,1,C
25,M,181.3,78.2,0,D
46,M,176.4,69.9,0,B
26,M,178.7,73.04,0,D
39,M,181.8,82.9,1,B
44,M,170.6,62.7,0,A
36,M,173.9,89.2,0,D
39,M,168.1,63.6,0,D
60,M,168.5,81.4,0,D
31,M,180.8,76.3,0,A
58,F,153.8,55.5,1,C
47,M,165.2,74.9,0,D
27,M,172,68.5,0,A
64,F,153.4,47.4,0,A
37,F,161,52.8,0,B
22,F,173.6,57.9,1,C
25,M,174.4,64.6,1,C
56,F,169,53.1,0,D
21,M,187.6,80.7,1,C
26,M,175.3,82.9,1,B
60,F,148.3,46.5,0,D
21,F,164,56.4,0,B
22,F,159.5,55.3,1,A
48,F,157,58.8,1,A
39,F,161.8,62.1,1,A
39,M,178.7,65.1,1,C
29,M,169.3,76.8,1,C
62,F,160.6,69.28,0,D
26,F,160.6,53.4,1,C
63,F,153.1,56.3,0,D
62,F,145,50.2,0,A
21,M,175.5,73.5,1,C
37,M,177.6,76.1,1,C
23,F,161,52.5,0,B
27,M,173.8,69.9,1,B
26,M,167.1,67.4,1,B
58,F,167.6,68.6,0,B
21,F,160,52.1,0,A
52,F,149.6,46.56,0,D
27,M,178.2,68.6,1,C
25,M,176.4,68.54,1,B
37,F,167.6,67.4,0,D
57,F,157.8,63.4,0,D
40,M,181.5,83.5,0,A
21,M,178.1,67.9,1,C
46,F,156.2,60.8,0,D
25,F,160.2,49.52,1,C
29,M,165.3,69.6,0,A
62,F,154.9,55.36,1,C
26,F,155.3,57.1,0,B
36,M,171,80.9,1,B
46,M,170.7,79.2,0,B
31,M,185,68.7,1,B
58,F,162,52,0,D
32,M,174.1,74.4,0,D
34,M,178,88.4,0,D
38,M,178.2,90.7,0,D
59,F,143.7,54.6,0,B
31,F,162.7,47.9,0,A
21,M,164.2,58.5,0,D
31,M,172.1,84.8,1,B
60,F,159.7,58,0,B
47,M,168.2,72.3,0,D
21,M,173.4,66.2,1,C
55,F,161.6,60.9,0,B
37,M,177.7,66.9,1,C
56,F,152.3,46.7,0,A
40,M,177.5,86.6,1,B
36,M,170.2,60.7,1,C
46,F,166.1,66.3,0,D
21,M,174.3,71.1,1,B
21,M,174.3,95.4,0,D
22,M,170,73.3,1,C
54,F,152.3,48.2,0,B
57,M,164.9,52.7,1,C
47,F,157.6,52.4,0,D
26,F,161,48.6,0,A
62,M,168,66.9,0,B
44,M,155.7,52.2,0,A
36,M,178.2,76.7,0,A
57,M,172.4,69.1,1,C
29,M,173,71.7,1,B
28,M,177.1,83.4,0,A
23,M,174.8,60.8,1,B
37,M,173.3,68.8,0,A
49,F,155.6,51.5,0,B
24,M,178.5,70,1,C
25,F,157.7,52.62,1,C
47,M,174.1,82.4,0,D
24,M,173,62.4,0,D
63,M,171.3,65.6,1,C
38,M,172.1,66,0,A
59,M,171.5,72,0,B
39,M,176.7,83.4,0,D
27,M,180.6,75.4,0,D
22,F,162.9,76.1,0,B
22,M,183.7,74.4,1,B
48,M,180.7,95.7,0,D
52,M,171.4,67.1,1,C
55,F,156.5,57.2,0,B
60,M,177.4,65.6,0,B
51,M,172.2,72.2,0,B
24,M,186.2,82.5,0,D
30,F,159.6,49.24,1,C
33,M,174.8,83.4,1,C
36,M,170.7,75.1,1,B
25,M,173.6,72.9,0,A
27,M,177.4,72.5,0,A
36,M,170,71,0,A
50,M,169.5,87.8,0,B
21,M,173.2,65.78,0,A
35,M,177.9,73.6,0,A
34,M,174.9,83.3,0,D
25,M,182.5,72.2,0,D
27,M,172.4,61.6,1,B
51,F,161.5,57,1,A
31,M,179.7,85.5,0,D
25,M,171.4,85.7,0,D
47,M,166.7,61.7,0,A
41,F,161.1,68.7,0,D
63,F,154.9,49.4,0,D
56,F,155,50.4,1,C
42,M,179.7,70.8,1,B
21,M,176.1,68.4,1,C
52,M,172.4,71.3,1,C
60,M,161.6,47.3,1,C
23,M,165.3,58.2,1,B
60,M,168,62.6,1,C
37,M,183.6,83.9,0,D
36,F,152.4,47.4,0,D
52,M,171.5,73,0,D
42,M,170.6,63.8,1,C
59,F,164,58.7,0,B
21,F,171.2,62.9,0,B
56,F,157.1,51.4,0,D
21,F,162.1,49.6,0,A
59,M,173.6,74.6,0,D
27,M,177.2,73.2,0,A
58,M,175.7,81.5,0,B
21,F,159.1,57.4,1,A
47,M,172.2,82.9,0,B
40,M,180.7,83.16,0,A
32,M,186.6,88.32,1,C
34,M,176.9,78.54,0,D
60,F,156.7,55.5,0,B
44,F,169.4,55.6,1,A
33,M,180.8,96.7,0,D
38,M,172,76,0,D
21,M,167.7,74.1,1,B
37,F,163.5,52.7,0,D
30,M,179,82.8,1,B
25,M,173.3,74.08,1,C
21,F,160.2,59.82,0,B
27,M,174,71.4,1,B
22,M,163.5,68.1,0,D
22,F,166.6,77,1,A
28,M,168.4,68.9,0,A
25,M,170.8,64.1,1,B
56,M,161.1,60.6,0,B
55,M,169.6,67.3,1,C
35,M,172.2,73.3,0,A
25,M,171.5,86.1,0,D
45,M,171.8,91.18,0,D
43,F,171.3,67,0,B
27,F,157,49.1,0,A
30,M,178,57.02,1,B
53,M,177.6,73.36,0,D
24,F,157.7,53.3,0,A
63,M,173.3,73.8,0,A
26,M,165.8,62,0,D
43,F,160.1,53.3,1,C
30,F,157.1,55,0,A
28,M,176.4,66.6,1,B
29,M,179.1,74.1,0,D
62,M,175.1,63.4,1,C
31,F,151,48.3,0,A
38,F,164.4,57.1,0,B
64,F,154.1,62.3,0,D
26,F,167.7,50.1,0,A
50,M,171.9,66.7,0,B
29,M,173.2,98.1,0,D
64,F,154.2,58.52,0,B
30,F,162.1,58.4,0,B
40,M,178.8,81.2,1,B
63,M,162.2,71.8,0,B
62,F,156.2,57.72,0,B
29,M,177.2,64.9,1,C
54,F,160,52,1,C
21,F,161.7,58.7,0,B
51,F,153.2,48.6,0,A
64,M,168.5,66.4,1,C
24,M,184,82.3,1,B
55,F,159.7,55.1,0,B
61,F,162.4,60.4,0,D
27,M,169.2,64.5,1,B
63,F,161.7,57.6,0,D
22,F,166.5,53.8,0,B
49,F,161.2,60.3,0,B
21,F,160.4,53.8,0,A
26,M,168,64.4,0,A
45,M,179.6,80.8,0,A
30,M,169.9,76,1,C
63,M,166.5,76.5,0,B
29,M,176.5,73.7,1,B
36,F,161.4,72,0,D
58,F,165,67.2,0,D
29,M,184.6,82.6,0,D
28,M,182.1,89.3,1,C
25,M,176.8,81.5,0,A
30,M,170.7,70.3,0,A
30,F,166,59,0,B
62,F,158.5,46.6,1,C
27,M,187.1,101.7,0,D
31,M,172.5,69,1,C
23,M,175.5,67,0,A
26,M,175,75.2,0,A
24,M,183.1,73.9,1,C
21,M,172.1,66.2,0,A
60,F,149.1,63.3,0,D
21,F,168.9,74.8,0,B
34,M,177.7,88.5,0,D
64,F,155.3,55.72,0,D
29,M,179.2,73.3,0,A
30,M,169.6,75.9,0,A
46,F,166.4,67.2,0,D
61,M,167.3,67.3,0,D
25,F,155.3,60,1,A
21,M,173,65.7,1,B
47,F,161.6,55,0,D
26,M,172.3,83.9,1,C
63,M,165.7,69.5,0,D
26,F,160.3,58.6,1,C
33,M,170.3,68,0,A
41,M,173.7,71.8,0,D
29,M,175.4,88.8,1,B
64,F,166,59.3,1,C
26,F,160,60.06,1,A
21,F,167,56.9,1,A
63,M,168.3,52.6,1,C
41,F,161,60.5,1,C
39,F,163.8,73.3,0,D
23,F,157.3,52.4,0,A
31,F,162,48.9,0,B
34,M,174.7,78.6,0,A
24,F,159.1,57.3,1,A
40,F,157.1,61.1,1,A
59,M,166.8,57.9,0,B
41,F,157.1,62.72,0,B
21,M,167.1,59.9,1,C
21,F,163.6,52.1,0,B
31,M,171.3,61.4,0,D
36,M,178.4,88.2,1,C
25,F,159.7,51.8,0,A
25,M,176.6,80.9,1,C
61,M,160,61.2,0,B
62,F,154.3,51.2,0,B
55,F,152.6,57.3,1,C
22,M,181.2,123,0,D
23,M,175.7,93,0,D
62,M,165.6,68.9,0,D
38,F,169.1,64,1,A
60,F,160.1,63.9,1,C
22,F,158.2,55,0,A
27,F,159.9,59.9,0,B
46,M,177.3,100.6,0,D
22,M,171.8,81.2,0,D
45,M,170.4,71.08,0,A
35,M,177.6,73.2,1,C
28,F,164.5,48.9,0,A
27,M,176.7,78,0,D
21,M,180.1,62.3,1,C
35,M,169.1,78.12,0,A
60,M,173.8,76.1,0,B
23,M,173.7,78.5,1,B
54,M,169.7,64.5,0,D
41,M,169.1,78.4,1,C
21,F,165.3,61.5,1,C
22,F,160.7,54.7,1,C
22,M,163.9,67.7,0,D
53,F,161.8,61.7,1,C
63,M,168.4,86.1,0,D
44,M,185,83,1,B
26,F,168.5,78.24,0,B
48,M,174.1,86.1,0,D
64,F,158.6,52.7,0,A
29,M,171.9,60.3,0,D
44,M,180.3,90.2,0,D
30,M,168.6,69.64,0,A
27,F,167.5,70.48,0,B
57,M,162.7,61.1,1,C
64,F,163,65,0,B
38,M,170.1,69.6,1,B
21,M,178.4,75.4,0,D
22,F,160.7,63.3,1,C
28,F,174.4,69.2,1,A
21,M,170,62,1,C
50,M,167.1,74.4,0,D
48,M,179.4,87.7,1,C
27,F,166.1,63.1,1,A
52,F,159.3,54.4,0,B
50,F,166.4,58.3,1,C
25,M,170.4,74.1,1,C
53,M,171.8,65.98,1,C
61,M,165.5,62.6,0,D
22,F,165.8,56.5,0,D
22,F,161.4,58.6,1,A
29,M,169,71.12,1,B
48,M,173.6,72.3,0,B
22,M,176.5,71.8,0,A
29,M,186.8,83.8,0,A
47,M,166.2,77.5,0,B
43,M,175,77.8,1,B
41,M,178.7,85.1,0,D
48,F,150,51,1,C
43,M,167.4,72.8,1,B
21,M,180.8,87.2,1,C
31,M,168.4,86.5,0,D
41,M,178.7,71.6,1,B
46,F,149.7,68.5,0,D
43,F,158.8,45.2,0,B
32,F,163.7,48.9,0,B
21,F,163.1,54.1,1,C
52,F,157.6,53.9,0,D
26,M,168.8,64,0,A
30,M,183.1,82,1,B
22,F,156.1,49.1,1,C
22,F,157.9,55.6,1,A
50,F,160.4,62.7,1,C
55,F,146,39.1,0,A
60,F,161.2,46.8,1,C
46,F,167.1,70.1,1,C
31,F,151.5,46.4,1,C
26,M,187.5,78.3,1,C
49,F,149.9,61.6,0,D
59,M,165.5,84.7,0,D
33,M,171,74.9,0,D
57,F,161.3,45.2,0,A
49,F,160.8,58.6,1,C
45,F,160,56.3,0,D
21,F,163.9,52,1,C
27,M,175.7,82.1,0,D
32,M,174.7,76.9,0,A
44,M,170,70,1,C
29,F,162.3,43.2,0,B
30,F,162.8,52.82,0,A
37,M,185.9,84.2,1,C
23,F,166.5,61.2,1,A
31,M,171.3,65.4,1,C
51,M,182.7,95.4,0,D
40,F,157.5,53.4,0,B
34,M,180.6,67.6,1,C
23,M,170.5,56.14,0,D
31,F,162.5,56.7,1,A
56,M,171.1,69.8,1,C
26,F,167.6,52,0,D
60,F,161,55.1,0,B
23,M,170.1,62.4,1,C
49,F,167,66,1,C
22,F,164.6,84.7,0,D
29,F,156.8,54.2,0,A
21,M,170,67.32,1,B
49,M,166.2,63.2,0,B
42,M,171.9,67.7,1,C
32,F,160,56.78,1,C
60,M,175,81.7,0,B
23,M,172.7,71.34,1,C
37,M,175.2,71.8,1,C
32,F,156.7,59.5,1,C
42,F,153,42.8,0,D
60,F,161.2,56.8,0,D
23,F,162.4,62.1,0,B
47,M,176.7,72.3,1,C
23,M,174.7,71.8,0,D
21,F,161,58.4,0,B
21,M,172.7,66.3,0,A
62,M,163.7,54.8,0,B
60,M,165,71.7,0,B
34,M,171.1,68.5,1,C
23,F,164.3,53.5,0,A
45,M,168.1,62.24,0,A
33,M,171,75.6,0,A
26,M,185.1,83.7,0,A
30,M,167.6,70.2,0,A
30,F,169.5,54.6,1,C
60,M,171.6,71.8,0,A
29,M,181.9,98.78,1,B
30,M,160.6,53.3,0,A
25,M,171.2,65.1,0,A
21,F,164.1,56.9,1,C
25,M,174.4,77,0,A
22,F,160.2,47.7,0,A
21,M,174.6,65,1,B
48,M,170,72,0,A
42,M,168,74.9,1,B
39,M,170.3,71.4,0,A
25,M,177.6,76.2,1,B
41,M,182.4,77.72,1,C
49,F,164.8,56.7,0,D
29,M,174.2,77.1,0,D
57,M,168,73.2,0,D
26,F,162,55.9,1,A
21,M,165.1,66.8,1,C
34,F,163.8,57.5,0,D
23,M,167.6,62.9,1,B
21,M,175,64,1,B
45,M,173.5,86.2,1,B
63,M,169.3,69.1,0,A
44,M,169.3,70.5,1,C
21,M,175,80.1,0,A
34,M,169.7,59.8,1,B
25,F,168,52,0,A
25,M,184,83.3,1,B
24,F,167,61.8,1,A
42,M,168,76.2,0,D
25,M,184.1,92.3,0,D
26,M,180,67,0,A
63,F,154,47,0,D
30,F,165.4,57.7,1,A
62,M,174.6,66.6,0,A
55,F,154.6,61.6,0,D
24,F,157.1,57.34,0,D
56,F,163.2,55.3,0,B
59,M,172.6,77,0,D
46,M,172.8,67.5,1,C
29,M,171.1,73.2,0,A
42,F,157.5,54.4,0,A
54,F,147.7,60.9,0,D
44,M,176.2,70.9,1,B
35,M,170.3,74.6,1,C
58,M,163.2,54.1,0,A
28,M,180.8,80.4,1,B
21,F,161.4,57.5,1,C
22,M,170,76,1,B
41,M,167.3,67.6,0,A
54,M,170.7,64.5,0,A
26,M,165.8,65,0,D
27,M,166.8,71.9,0,A
35,M,181.8,81.3,1,B
53,F,155,64.4,0,D
40,M,169.9,60,1,B
22,F,158.9,54.9,0,D
35,F,168,53.1,0,A
21,M,178.4,71,0,A
58,M,168.6,75.6,0,B
21,F,168.7,62,1,A
42,M,170.5,65.4,0,D
58,M,174.9,71.5,1,C
29,M,175.1,68.9,1,B
39,F,165.7,64.8,0,D
50,F,158.7,71.4,0,D
21,M,172.4,68.8,0,A
38,M,173.5,78.2,1,C
39,F,159.1,52.6,0,A
64,M,164.5,67.1,0,D
31,F,161.8,52.5,0,B
29,M,181.1,103.3,0,D
27,F,167,60.9,0,B
23,M,167.4,57.5,0,A
22,F,154.2,50,0,B
30,M,169.3,71.6,1,C
30,M,174.2,79.3,0,D
47,M,175.5,79.8,0,D
21,F,165.3,50.9,0,B
29,M,178.4,84.32,1,C
40,F,152.8,48.5,1,C
22,M,188.9,64.6,1,C
34,M,174,75.8,0,A
43,F,166.7,55.9,1,C
21,F,165.7,56,1,C
23,F,166.1,51.7,0,A
23,F,159.4,56.5,1,C
42,M,174,72,1,B
25,M,175.6,60.5,1,B
21,M,182.2,73.5,0,D
25,M,176,83.9,0,D
44,M,172.6,76.3,0,A
21,M,170.3,60.8,1,B
23,M,173.3,65.7,1,B
32,M,176.5,80.7,0,A
38,M,181.4,102,0,D
21,M,174.5,79.7,1,B
22,F,166.3,66.4,1,A
24,F,156.7,45.7,1,C
32,M,172.3,72.6,0,D
30,M,165,58.72,0,A
48,M,171.9,73.4,1,C
22,M,172.5,70.3,1,C
42,M,171.3,78.1,1,B
29,M,168.4,77.9,0,D
24,F,158.1,56.4,1,A
25,M,165.6,80.3,1,B
21,F,163.2,60.6,0,D
21,M,179.8,80.3,0,D
53,M,181.9,76.5,1,C
24,M,167.7,63,1,C
61,F,159,61,0,D
